original contig name	Isolation source	Completeness	Cenote-taker contig name	Length	Element Name	Topology	Common Viral Domains	ORF caller used	BLASTN result (if any)	GI	ref	taxid	Kingdom	Phylum	Class	Order	Family	Genus	Species	Protein	Coverage	Repetitive
contig_1076	unknown	Partial genome (putative)	ct2_contig_dictionary86_vs01	1431	genetic element sp. ct66P86	linear	0	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_genetic element	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_genetic element_Genus_undefined	genetic element sp. ct66P86	no protein	1	N
contig_1077	unknown	Partial genome (putative)	ct2_contig_dictionary87_vs01	1430	Microviridae sp. ctvcs87	linear	1	Prodigal (meta)	no blastn	906476413	YP_009160408.1	1655661	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	replication protein VP4	1	N
contig_1078	unknown	Partial genome (putative)	ct2_contig_dictionary88_vs01	1430	Microviridae sp. ctDTD88	linear	1	Prodigal (meta)	no blastn	1043372886	YP_009259742.1	1676182	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major CP	1	N
contig_1079	unknown	Partial genome (putative)	ct2_contig_dictionary89_vs01	1429	Unclassified virus sp. ctSwM89	linear	1	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Unclassified virus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Unclassified virus_Genus_undefined	Unclassified virus sp. ctSwM89	no protein	1	N
contig_108	unknown	unknown	NA	3923	not classified sp. cat1076	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	2	N
contig_1080	unknown	unknown	NA	1093	Desulfosporosinus sp. OT sp. cat1077	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	913865	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus sp. OT	no protein	2	N
contig_1081	unknown	unknown	NA	1428	Propionibacterium sp. sp. cat1078	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1977903	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium sp.	no protein	1	N
contig_1082	unknown	unknown	NA	1428	dark_matter sp. cat1013	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1013	no protein	3	N
contig_1083	unknown	unknown	NA	1427	Chlamydia trachomatis sp. cat1079	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	813	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	no protein	1	N
contig_1084	unknown	unknown	NA	1426	Corallincola luteus sp. cat1080	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1775177	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Corallincola	Corallincola luteus	no protein	1	N
contig_1085	unknown	unknown	NA	1453	Bacteroidales sp. cat1081	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	1	N
contig_1086	unknown	unknown	NA	1426	Poophage MBI-2016a sp. cat1082	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1926504	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Poophage MBI-2016a	no protein	1	N
contig_1087	unknown	Partial genome (putative)	ct2_contig_dictionary98_vs01	1426	Podoviridae sp. ctTFR98	linear	1	Prodigal (meta)	no blastn	422936726	YP_007006994.1	1128071	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	lower collar protein	1	N
contig_1088	unknown	unknown	NA	1427	dark_matter sp. cat1014	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1014	no protein	6	N
contig_1089	unknown	unknown	NA	1426	Collinsella aerofaciens ATCC 25986 sp. cat1084	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	411903	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	no protein	2	N
contig_109	unknown	unknown	NA	1536	Flavobacteriales bacterium sp. cat1085	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	2	N
contig_1090	unknown	unknown	NA	1425	Candidatus Nitrosoglobus terrae sp. cat1086	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1630141	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Nitrosoglobus	Candidatus Nitrosoglobus terrae	no protein	1	N
contig_1091	unknown	unknown	NA	1425	Parcubacteria group bacterium ADurb.Bin216 sp. cat1087	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1852939	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Parcubacteria group bacterium ADurb.Bin216	no protein	1	N
contig_1092	unknown	unknown	NA	1424	Thauera sp. 2A1 sp. cat1088	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2570191	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera sp. 2A1	no protein	1	N
contig_1093	unknown	unknown	NA	1328	Selenomonas sputigena ATCC 35185 sp. cat1089	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	546271	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena	no protein	2	N
contig_1094	unknown	unknown	NA	1435	dark_matter sp. cat1015	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1015	no protein	1	N
contig_1095	unknown	unknown	NA	1335	not classified sp. cat1090	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	6	N
contig_1096	unknown	Partial genome (putative)	ct2_contig_dictionary108_vs01	1419	Siphoviridae sp. ctCXM108	linear	2	Prodigal (meta)	no blastn	849250973	YP_009147807.1	1560313	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae_undefined_genus_undefined_species	tail protein	1	N
contig_1097	unknown	unknown	NA	1419	dark_matter sp. cat1016	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1016	no protein	1	N
contig_1098	unknown	Partial genome (putative)	ct2_contig_dictionary110_vs01	1419	Microviridae sp. ct0Nz110	linear	1	Prodigal (meta)	no blastn	971765481	YP_009218533.1	1655644	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	major capsid protein VP1	1	N
contig_1099	unknown	unknown	NA	1417	Parabacteroides sp. cat1093	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	375288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	not classified	no protein	1	N
contig_11	unknown	unknown	NA	6059	crAss-like viruses sp. cat1094	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1978007	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	not classified	not classified	no protein	5	Y
contig_110	unknown	unknown	NA	2723	Parabacteroides merdae sp. cat1095	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	46503	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	no protein	1	N
contig_1100	unknown	unknown	NA	1415	Prevotella sp. cat1096	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_1101	unknown	unknown	NA	1416	Aneurinibacillus sp. cat1097	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	55079	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	not classified	no protein	5	N
contig_1102	unknown	unknown	NA	1414	Veillonella sp. CAG:933 sp. cat1098	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1262980	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933	no protein	1	N
contig_1103	unknown	unknown	NA	1398	not classified sp. cat1099	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	6	N
contig_1104	unknown	unknown	NA	1412	Clostridiales sp. cat1100	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	1	N
contig_1105	unknown	unknown	NA	1411	Inoviridae sp. sp. cat1101	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2219103	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Inoviridae_undefined_genus	Inoviridae sp.	no protein	1	N
contig_1106	unknown	unknown	NA	1411	Parcubacteria group bacterium ADurb.Bin216 sp. cat1102	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1852939	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Parcubacteria group bacterium ADurb.Bin216	no protein	1	N
contig_1107	unknown	unknown	NA	1411	Podoviridae sp. ctfa10 sp. cat1103	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2675447	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae sp. ctfa10	no protein	1	N
contig_1108	unknown	unknown	NA	1415	Clostridiales sp. cat1104	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	not classified	no protein	2	N
contig_1109	unknown	Partial genome (putative)	ct2_contig_dictionary123_vs01	1410	CrAss-like virus sp. ctSvG123	linear	2	Prodigal (meta)	no blastn	526178739	YP_008242318.1	1327990	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	hypothetical protein Phi14:2_gp105	1	N
contig_111	unknown	unknown	NA	10486	Flavobacteriales bacterium sp. cat1106	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2021391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	no protein	1	N
contig_1110	unknown	unknown	NA	1409	Zoogloeaceae sp. cat1107	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2008794	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	not classified	not classified	no protein	1	N
contig_1111	unknown	unknown	NA	1418	Faecalibacterium prausnitzii M21/2 sp. cat1108	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	411485	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	no protein	1	N
contig_1112	unknown	unknown	NA	1408	crAss-like viruses sp. cat1109	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1978007	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	not classified	not classified	no protein	1	N
contig_1113	unknown	unknown	NA	1261	Bacteroidales sp. cat1110	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	171549	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	not classified	no protein	2	N
contig_1114	unknown	unknown	NA	1407	Gammaproteobacteria sp. cat1111	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1236	Bacteria	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	no protein	1	N
contig_1115	unknown	unknown	NA	1397	dark_matter sp. cat1017	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1017	no protein	4	N
contig_1116	unknown	unknown	NA	1402	dark_matter sp. cat1018	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1018	no protein	1	N
contig_1117	unknown	unknown	NA	1402	Prevotella copri sp. cat1112	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	165179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	no protein	1	N
contig_1118	unknown	unknown	NA	1402	Brugia timori sp. cat1113	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	42155	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori	no protein	1	N
contig_1119	unknown	unknown	NA	1396	not classified sp. cat1114	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	2	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified	no protein	5	N
contig_112	unknown	unknown	NA	10407	Prevotella sp. cat1115	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	not classified	no protein	1	N
contig_1120	unknown	unknown	NA	1397	not classified sp. cat1116	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	131567	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1121	unknown	unknown	NA	1395	not classified sp. cat1117	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1122	unknown	unknown	NA	1395	not classified sp. cat1118	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1123	unknown	unknown	NA	1394	not classified sp. cat1119	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	1	not classified	not classified	not classified	not classified	not classified	not classified	not classified	no protein	1	N
contig_1124	unknown	unknown	NA	1414	[Ruminococcus] torques ATCC 27756 sp. cat1120	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	411460	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mediterraneibacter	[Ruminococcus] torques	no protein	1	N
contig_1125	unknown	unknown	NA	1386	Blautia obeum ATCC 29174 sp. cat1121	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	411459	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum	no protein	4	N
contig_1126	unknown	unknown	NA	1393	dark_matter sp. cat1019	linear	NA	Prodigal (meta)	no blastn	GI_undefined	ref_undefined	taxid_undefined	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1019	no protein	1	N
